transactionid,date,customerid,gender,productname,category,subcategory,region,quantity,unitprice,costprice,discount,revenue,cost,profit
T02800,18-07-2024,C172,F,Recognize Footwear,Fashion,Footwear,East,1,109.78,70.59,0.1,98.802,70.59,28.212
T02699,16-02-2025,C089,F,Recognize Footwear,Fashion,Footwear,East,5,109.78,70.59,0.15,466.565,352.95,113.615
T02665,15-05-2025,C115,M,Recognize Footwear,Fashion,Footwear,North,4,109.78,70.59,0.05,417.164,282.36,134.804
T02641,15-03-2025,C192,M,Recognize Footwear,Fashion,Footwear,East,2,109.78,70.59,0.1,197.604,141.18,56.424
T02622,24-09-2024,C078,M,Recognize Footwear,Fashion,Footwear,West,2,109.78,70.59,0.1,197.604,141.18,56.424
T02472,07-07-2024,C198,M,Recognize Footwear,Fashion,Footwear,East,4,109.78,70.59,0.05,417.164,282.36,134.804
T02251,21-03-2025,C159,M,Recognize Footwear,Fashion,Footwear,East,2,109.78,70.59,0,219.56,141.18,78.38
T02246,20-11-2023,C052,F,Recognize Footwear,Fashion,Footwear,East,4,109.78,70.59,0.05,417.164,282.36,134.804
T02151,18-02-2025,C159,M,Recognize Footwear,Fashion,Footwear,East,2,109.78,70.59,0.15,186.626,141.18,45.446
T02117,04-05-2025,C092,F,Recognize Footwear,Fashion,Footwear,East,1,109.78,70.59,0.05,104.291,70.59,33.701
T02113,12-04-2025,C162,M,Recognize Footwear,Fashion,Footwear,South,4,109.78,70.59,0.05,417.164,282.36,134.804
T02100,11-12-2024,C088,F,Recognize Footwear,Fashion,Footwear,West,4,109.78,70.59,0,439.12,282.36,156.76
T02075,06-02-2024,C051,F,Recognize Footwear,Fashion,Footwear,North,1,109.78,70.59,0.1,98.802,70.59,28.212
T02026,08-12-2023,C197,M,Recognize Footwear,Fashion,Footwear,East,5,109.78,70.59,0.1,494.01,352.95,141.06
T02009,28-03-2024,C024,F,Recognize Footwear,Fashion,Footwear,East,4,109.78,70.59,0.05,417.164,282.36,134.804
T01872,28-03-2025,C038,M,Recognize Footwear,Fashion,Footwear,East,3,109.78,70.59,0,329.34,211.77,117.57
T01822,08-10-2024,C100,F,Recognize Footwear,Fashion,Footwear,North,3,109.78,70.59,0.1,296.406,211.77,84.636
T01786,27-07-2025,C192,M,Recognize Footwear,Fashion,Footwear,East,4,109.78,70.59,0.1,395.208,282.36,112.848
T01764,27-05-2025,C163,F,Recognize Footwear,Fashion,Footwear,East,3,109.78,70.59,0.15,279.939,211.77,68.169
T01714,11-10-2023,C159,M,Recognize Footwear,Fashion,Footwear,North,4,109.78,70.59,0.15,373.252,282.36,90.892
T01690,05-03-2025,C088,F,Recognize Footwear,Fashion,Footwear,South,3,109.78,70.59,0.05,312.873,211.77,101.103
T01632,10-08-2024,C157,M,Recognize Footwear,Fashion,Footwear,North,1,109.78,70.59,0,109.78,70.59,39.19
T01571,16-02-2025,C147,F,Recognize Footwear,Fashion,Footwear,West,5,109.78,70.59,0,548.9,352.95,195.95
T01546,19-03-2024,C117,F,Recognize Footwear,Fashion,Footwear,West,2,109.78,70.59,0.05,208.582,141.18,67.402
T01483,09-04-2024,C012,M,Recognize Footwear,Fashion,Footwear,East,1,109.78,70.59,0.15,93.313,70.59,22.723
T01476,09-12-2024,C115,M,Recognize Footwear,Fashion,Footwear,North,4,109.78,70.59,0.1,395.208,282.36,112.848
T01411,08-02-2024,C071,M,Recognize Footwear,Fashion,Footwear,North,4,109.78,70.59,0.1,395.208,282.36,112.848
T01392,23-05-2025,C111,M,Recognize Footwear,Fashion,Footwear,East,3,109.78,70.59,0.05,312.873,211.77,101.103
T01364,06-07-2025,C195,F,Recognize Footwear,Fashion,Footwear,South,5,109.78,70.59,0.15,466.565,352.95,113.615
T01187,16-12-2024,C023,F,Recognize Footwear,Fashion,Footwear,East,2,109.78,70.59,0.15,186.626,141.18,45.446
T01014,13-05-2025,C159,M,Recognize Footwear,Fashion,Footwear,East,3,109.78,70.59,0,329.34,211.77,117.57
T00914,10-03-2025,C170,F,Recognize Footwear,Fashion,Footwear,West,1,109.78,70.59,0.05,104.291,70.59,33.701
T00830,19-03-2024,C054,F,Recognize Footwear,Fashion,Footwear,East,2,109.78,70.59,0.15,186.626,141.18,45.446
T00810,02-04-2025,C138,F,Recognize Footwear,Fashion,Footwear,East,3,109.78,70.59,0,329.34,211.77,117.57
T00790,28-03-2025,C176,M,Recognize Footwear,Fashion,Footwear,West,5,109.78,70.59,0,548.9,352.95,195.95
T00785,19-05-2024,C014,M,Recognize Footwear,Fashion,Footwear,East,3,109.78,70.59,0,329.34,211.77,117.57
T00775,19-10-2024,C093,M,Recognize Footwear,Fashion,Footwear,West,2,109.78,70.59,0.15,186.626,141.18,45.446
T00761,24-04-2025,C061,M,Recognize Footwear,Fashion,Footwear,East,3,109.78,70.59,0,329.34,211.77,117.57
T00747,28-09-2023,C131,M,Recognize Footwear,Fashion,Footwear,East,5,109.78,70.59,0.05,521.455,352.95,168.505
T00713,26-06-2024,C045,M,Recognize Footwear,Fashion,Footwear,South,3,109.78,70.59,0.1,296.406,211.77,84.636
T00704,08-10-2023,C027,M,Recognize Footwear,Fashion,Footwear,East,5,109.78,70.59,0,548.9,352.95,195.95
T00684,02-09-2024,C162,M,Recognize Footwear,Fashion,Footwear,East,3,109.78,70.59,0,329.34,211.77,117.57
T00678,12-10-2024,C067,M,Recognize Footwear,Fashion,Footwear,East,3,109.78,70.59,0.15,279.939,211.77,68.169
T00638,20-09-2024,C142,M,Recognize Footwear,Fashion,Footwear,West,3,109.78,70.59,0.15,279.939,211.77,68.169
T00637,10-09-2023,C082,M,Recognize Footwear,Fashion,Footwear,South,1,109.78,70.59,0.15,93.313,70.59,22.723
T00631,12-11-2023,C134,F,Recognize Footwear,Fashion,Footwear,North,5,109.78,70.59,0.15,466.565,352.95,113.615
T00596,06-12-2024,C199,F,Recognize Footwear,Fashion,Footwear,South,5,109.78,70.59,0.1,494.01,352.95,141.06
T00543,08-03-2024,C039,F,Recognize Footwear,Fashion,Footwear,East,1,109.78,70.59,0.15,93.313,70.59,22.723
T00360,30-01-2024,C024,F,Recognize Footwear,Fashion,Footwear,East,4,109.78,70.59,0,439.12,282.36,156.76
T00213,28-11-2024,C065,F,Recognize Footwear,Fashion,Footwear,East,2,109.78,70.59,0.1,197.604,141.18,56.424
T00156,19-11-2024,C191,F,Recognize Footwear,Fashion,Footwear,South,4,109.78,70.59,0.15,373.252,282.36,90.892
T04991,18-06-2025,C034,F,Us Snacks,Groceries,Snacks,East,5,123.19,80.36,0.1,554.355,401.8,152.555
T04962,06-07-2025,C059,F,Us Snacks,Groceries,Snacks,East,5,123.19,80.36,0.1,554.355,401.8,152.555
T04932,10-07-2024,C139,M,Us Snacks,Groceries,Snacks,North,1,123.19,80.36,0.15,104.7115,80.36,24.3515
T04903,10-03-2025,C148,F,Us Snacks,Groceries,Snacks,West,4,123.19,80.36,0.15,418.846,321.44,97.406
T04900,31-01-2024,C076,M,Us Snacks,Groceries,Snacks,North,1,123.19,80.36,0.05,117.0305,80.36,36.6705
T04826,13-06-2025,C035,F,Us Snacks,Groceries,Snacks,South,3,123.19,80.36,0.05,351.0915,241.08,110.0115
T04733,26-10-2024,C198,M,Us Snacks,Groceries,Snacks,West,1,123.19,80.36,0.15,104.7115,80.36,24.3515
T04686,03-10-2024,C189,M,Us Snacks,Groceries,Snacks,South,3,123.19,80.36,0.15,314.1345,241.08,73.0545
T04576,15-11-2023,C012,M,Us Snacks,Groceries,Snacks,East,1,123.19,80.36,0.1,110.871,80.36,30.511
T04564,11-07-2025,C142,M,Us Snacks,Groceries,Snacks,West,4,123.19,80.36,0.1,443.484,321.44,122.044
T04525,24-04-2024,C186,F,Us Snacks,Groceries,Snacks,North,4,123.19,80.36,0.05,468.122,321.44,146.682
T04453,23-04-2025,C111,M,Us Snacks,Groceries,Snacks,East,4,123.19,80.36,0.1,443.484,321.44,122.044
T04430,26-08-2025,C016,M,Us Snacks,Groceries,Snacks,South,4,123.19,80.36,0.05,468.122,321.44,146.682
T04407,24-10-2024,C090,M,Us Snacks,Groceries,Snacks,West,2,123.19,80.36,0,246.38,160.72,85.66
T04393,28-10-2023,C108,M,Us Snacks,Groceries,Snacks,North,4,123.19,80.36,0.1,443.484,321.44,122.044
T04256,30-06-2025,C095,M,Us Snacks,Groceries,Snacks,North,5,123.19,80.36,0.15,523.5575,401.8,121.7575
T04231,22-11-2024,C111,M,Us Snacks,Groceries,Snacks,North,4,123.19,80.36,0,492.76,321.44,171.32
T04177,16-09-2023,C026,M,Us Snacks,Groceries,Snacks,East,1,123.19,80.36,0,123.19,80.36,42.83
T04162,27-04-2025,C045,M,Us Snacks,Groceries,Snacks,East,5,123.19,80.36,0.1,554.355,401.8,152.555
T04125,08-07-2025,C177,F,Us Snacks,Groceries,Snacks,East,1,123.19,80.36,0.15,104.7115,80.36,24.3515
T04016,25-08-2025,C062,M,Us Snacks,Groceries,Snacks,South,4,123.19,80.36,0.1,443.484,321.44,122.044
T03900,24-08-2025,C171,M,Us Snacks,Groceries,Snacks,East,1,123.19,80.36,0.05,117.0305,80.36,36.6705
T03864,31-03-2024,C071,M,Us Snacks,Groceries,Snacks,South,4,123.19,80.36,0.05,468.122,321.44,146.682
T03861,17-11-2024,C001,M,Us Snacks,Groceries,Snacks,East,2,123.19,80.36,0.05,234.061,160.72,73.341
T03712,14-09-2024,C029,M,Us Snacks,Groceries,Snacks,West,4,123.19,80.36,0,492.76,321.44,171.32
T03586,05-01-2025,C037,F,Us Snacks,Groceries,Snacks,East,1,123.19,80.36,0.15,104.7115,80.36,24.3515
T03488,25-05-2024,C149,M,Us Snacks,Groceries,Snacks,West,1,123.19,80.36,0.05,117.0305,80.36,36.6705
T03428,24-04-2024,C125,M,Us Snacks,Groceries,Snacks,North,4,123.19,80.36,0.05,468.122,321.44,146.682
T03389,22-04-2024,C097,M,Us Snacks,Groceries,Snacks,West,4,123.19,80.36,0.1,443.484,321.44,122.044
T03378,31-08-2024,C064,F,Us Snacks,Groceries,Snacks,East,2,123.19,80.36,0.15,209.423,160.72,48.703
T03335,04-04-2025,C040,M,Us Snacks,Groceries,Snacks,South,2,123.19,80.36,0.15,209.423,160.72,48.703
T03257,26-09-2024,C160,M,Us Snacks,Groceries,Snacks,South,3,123.19,80.36,0.05,351.0915,241.08,110.0115
T03235,08-05-2024,C140,F,Us Snacks,Groceries,Snacks,East,1,123.19,80.36,0.15,104.7115,80.36,24.3515
T03210,01-07-2024,C122,M,Us Snacks,Groceries,Snacks,South,3,123.19,80.36,0.05,351.0915,241.08,110.0115
T03192,25-01-2025,C179,F,Us Snacks,Groceries,Snacks,East,1,123.19,80.36,0,123.19,80.36,42.83
T03189,21-01-2025,C087,F,Us Snacks,Groceries,Snacks,East,5,123.19,80.36,0.1,554.355,401.8,152.555
T03150,11-01-2025,C116,M,Us Snacks,Groceries,Snacks,East,2,123.19,80.36,0.1,221.742,160.72,61.022
T03133,05-12-2023,C061,M,Us Snacks,Groceries,Snacks,South,2,123.19,80.36,0,246.38,160.72,85.66
T03094,07-11-2023,C018,M,Us Snacks,Groceries,Snacks,East,3,123.19,80.36,0.15,314.1345,241.08,73.0545
T03017,23-06-2024,C011,M,Us Snacks,Groceries,Snacks,West,5,123.19,80.36,0.05,585.1525,401.8,183.3525
T03003,31-12-2023,C174,M,Us Snacks,Groceries,Snacks,North,1,123.19,80.36,0,123.19,80.36,42.83
T02972,25-11-2024,C165,M,Us Snacks,Groceries,Snacks,East,4,123.19,80.36,0,492.76,321.44,171.32
T02941,01-08-2025,C179,F,Us Snacks,Groceries,Snacks,East,2,123.19,80.36,0.1,221.742,160.72,61.022
T02909,14-03-2025,C068,F,Us Snacks,Groceries,Snacks,East,5,123.19,80.36,0.05,585.1525,401.8,183.3525
T02784,24-01-2025,C098,F,Us Snacks,Groceries,Snacks,North,2,123.19,80.36,0.1,221.742,160.72,61.022
T02714,03-10-2023,C134,F,Us Snacks,Groceries,Snacks,North,4,123.19,80.36,0.15,418.846,321.44,97.406
T02688,12-06-2024,C080,F,Us Snacks,Groceries,Snacks,North,4,123.19,80.36,0.1,443.484,321.44,122.044
T02674,12-06-2025,C059,F,Us Snacks,Groceries,Snacks,South,4,123.19,80.36,0.15,418.846,321.44,97.406
T02633,16-10-2024,C177,F,Us Snacks,Groceries,Snacks,North,2,123.19,80.36,0.1,221.742,160.72,61.022
T02573,04-01-2025,C110,F,Us Snacks,Groceries,Snacks,South,1,123.19,80.36,0.05,117.0305,80.36,36.6705
T02572,19-02-2024,C186,F,Us Snacks,Groceries,Snacks,South,3,123.19,80.36,0.15,314.1345,241.08,73.0545
T02467,14-02-2025,C080,F,Us Snacks,Groceries,Snacks,South,4,123.19,80.36,0.1,443.484,321.44,122.044
T02450,21-10-2023,C147,F,Us Snacks,Groceries,Snacks,South,4,123.19,80.36,0.15,418.846,321.44,97.406
T02425,23-01-2025,C085,M,Us Snacks,Groceries,Snacks,South,1,123.19,80.36,0.15,104.7115,80.36,24.3515
T02349,07-07-2025,C074,F,Us Snacks,Groceries,Snacks,West,4,123.19,80.36,0.15,418.846,321.44,97.406
T02268,18-03-2024,C142,M,Us Snacks,Groceries,Snacks,North,1,123.19,80.36,0.15,104.7115,80.36,24.3515
T02263,03-11-2023,C019,F,Us Snacks,Groceries,Snacks,North,5,123.19,80.36,0,615.95,401.8,214.15
T02239,22-07-2025,C195,F,Us Snacks,Groceries,Snacks,East,2,123.19,80.36,0,246.38,160.72,85.66
T02110,18-04-2025,C185,F,Us Snacks,Groceries,Snacks,North,4,123.19,80.36,0.15,418.846,321.44,97.406
T02102,09-01-2024,C138,F,Us Snacks,Groceries,Snacks,South,5,123.19,80.36,0.05,585.1525,401.8,183.3525
T02078,15-06-2024,C107,F,Us Snacks,Groceries,Snacks,East,1,123.19,80.36,0.15,104.7115,80.36,24.3515
T01998,05-01-2024,C179,F,Us Snacks,Groceries,Snacks,East,4,123.19,80.36,0,492.76,321.44,171.32
T01969,21-02-2025,C198,M,Us Snacks,Groceries,Snacks,South,3,123.19,80.36,0.05,351.0915,241.08,110.0115
T01935,24-09-2024,C028,F,Us Snacks,Groceries,Snacks,East,5,123.19,80.36,0,615.95,401.8,214.15
T01896,30-05-2025,C001,M,Us Snacks,Groceries,Snacks,East,4,123.19,80.36,0.05,468.122,321.44,146.682
T01891,09-03-2025,C156,M,Us Snacks,Groceries,Snacks,North,2,123.19,80.36,0.05,234.061,160.72,73.341
T01860,05-06-2024,C148,F,Us Snacks,Groceries,Snacks,North,3,123.19,80.36,0.1,332.613,241.08,91.533
T01843,21-10-2023,C062,M,Us Snacks,Groceries,Snacks,North,4,123.19,80.36,0.1,443.484,321.44,122.044
T01825,15-12-2023,C038,M,Us Snacks,Groceries,Snacks,West,2,123.19,80.36,0.15,209.423,160.72,48.703
T01803,03-02-2024,C186,F,Us Snacks,Groceries,Snacks,East,1,123.19,80.36,0,123.19,80.36,42.83
T01716,04-07-2024,C062,M,Us Snacks,Groceries,Snacks,East,3,123.19,80.36,0.1,332.613,241.08,91.533
T01689,04-05-2025,C060,M,Us Snacks,Groceries,Snacks,East,5,123.19,80.36,0.15,523.5575,401.8,121.7575
T01673,04-05-2024,C056,F,Us Snacks,Groceries,Snacks,West,4,123.19,80.36,0.15,418.846,321.44,97.406
T01656,01-05-2025,C008,M,Us Snacks,Groceries,Snacks,East,2,123.19,80.36,0.1,221.742,160.72,61.022
T01553,11-04-2025,C068,F,Us Snacks,Groceries,Snacks,East,4,123.19,80.36,0.15,418.846,321.44,97.406
T01526,05-07-2024,C052,F,Us Snacks,Groceries,Snacks,North,4,123.19,80.36,0,492.76,321.44,171.32
T01493,09-12-2024,C159,M,Us Snacks,Groceries,Snacks,East,3,123.19,80.36,0.15,314.1345,241.08,73.0545
T01313,26-07-2025,C077,F,Us Snacks,Groceries,Snacks,North,1,123.19,80.36,0.1,110.871,80.36,30.511
T01242,08-11-2023,C097,M,Us Snacks,Groceries,Snacks,East,1,123.19,80.36,0.15,104.7115,80.36,24.3515
T01208,04-05-2025,C007,M,Us Snacks,Groceries,Snacks,East,2,123.19,80.36,0.15,209.423,160.72,48.703
T01161,24-08-2025,C091,M,Us Snacks,Groceries,Snacks,West,3,123.19,80.36,0.05,351.0915,241.08,110.0115
T01152,01-02-2024,C091,M,Us Snacks,Groceries,Snacks,East,2,123.19,80.36,0.15,209.423,160.72,48.703
T01107,31-05-2025,C002,M,Us Snacks,Groceries,Snacks,West,1,123.19,80.36,0,123.19,80.36,42.83
T01090,20-03-2024,C030,M,Us Snacks,Groceries,Snacks,West,3,123.19,80.36,0.15,314.1345,241.08,73.0545
T01084,29-03-2025,C047,F,Us Snacks,Groceries,Snacks,East,2,123.19,80.36,0.1,221.742,160.72,61.022
T01078,24-12-2024,C121,M,Us Snacks,Groceries,Snacks,East,1,123.19,80.36,0.1,110.871,80.36,30.511
T00854,30-08-2024,C169,M,Us Snacks,Groceries,Snacks,South,2,123.19,80.36,0.15,209.423,160.72,48.703
T00751,06-05-2025,C106,F,Us Snacks,Groceries,Snacks,East,5,123.19,80.36,0.1,554.355,401.8,152.555
T00656,27-11-2024,C175,M,Us Snacks,Groceries,Snacks,South,2,123.19,80.36,0.1,221.742,160.72,61.022
T00603,25-06-2024,C155,M,Us Snacks,Groceries,Snacks,West,5,123.19,80.36,0.05,585.1525,401.8,183.3525
T00552,14-02-2025,C105,M,Us Snacks,Groceries,Snacks,South,2,123.19,80.36,0.1,221.742,160.72,61.022
T00539,31-07-2025,C131,M,Us Snacks,Groceries,Snacks,West,1,123.19,80.36,0.15,104.7115,80.36,24.3515
T00489,19-03-2025,C199,F,Us Snacks,Groceries,Snacks,East,2,123.19,80.36,0.1,221.742,160.72,61.022
T00483,16-09-2023,C075,M,Us Snacks,Groceries,Snacks,South,3,123.19,80.36,0.05,351.0915,241.08,110.0115
T00398,14-10-2024,C146,F,Us Snacks,Groceries,Snacks,East,4,123.19,80.36,0.1,443.484,321.44,122.044
T00298,21-08-2024,C099,M,Us Snacks,Groceries,Snacks,East,4,123.19,80.36,0.05,468.122,321.44,146.682
T00285,01-07-2024,C051,F,Us Snacks,Groceries,Snacks,East,3,123.19,80.36,0.05,351.0915,241.08,110.0115
T00267,11-10-2023,C196,F,Us Snacks,Groceries,Snacks,South,5,123.19,80.36,0.05,585.1525,401.8,183.3525
T00180,04-06-2024,C095,M,Us Snacks,Groceries,Snacks,West,3,123.19,80.36,0,369.57,241.08,128.49
T00145,10-03-2025,C009,F,Us Snacks,Groceries,Snacks,West,2,123.19,80.36,0.15,209.423,160.72,48.703
T00098,15-08-2024,C124,F,Us Snacks,Groceries,Snacks,North,2,123.19,80.36,0.15,209.423,160.72,48.703
T00082,23-10-2023,C189,M,Us Snacks,Groceries,Snacks,West,5,123.19,80.36,0.1,554.355,401.8,152.555
T00081,20-06-2024,C113,M,Us Snacks,Groceries,Snacks,South,5,123.19,80.36,0,615.95,401.8,214.15
T00055,27-06-2024,C076,M,Us Snacks,Groceries,Snacks,East,4,123.19,80.36,0.05,468.122,321.44,146.682
T00007,09-11-2024,C114,F,Us Snacks,Groceries,Snacks,North,2,123.19,80.36,0.15,209.423,160.72,48.703
T04975,12-07-2024,C061,M,Step Smartphone,Electronics,Smartphone,North,1,1194.12,838.95,0.1,1074.708,838.95,235.758
T04964,08-04-2025,C155,M,Step Smartphone,Electronics,Smartphone,East,5,1194.12,838.95,0.05,5672.07,4194.75,1477.32
T04902,11-12-2024,C191,F,Step Smartphone,Electronics,Smartphone,South,5,1194.12,838.95,0.1,5373.54,4194.75,1178.79
T04864,13-12-2023,C011,M,Step Smartphone,Electronics,Smartphone,East,3,1194.12,838.95,0.05,3403.242,2516.85,886.392
T04861,18-11-2023,C194,M,Step Smartphone,Electronics,Smartphone,East,2,1194.12,838.95,0,2388.24,1677.9,710.34
T04858,05-05-2025,C025,F,Step Smartphone,Electronics,Smartphone,South,1,1194.12,838.95,0.15,1015.002,838.95,176.052
T04829,21-10-2024,C146,F,Step Smartphone,Electronics,Smartphone,East,4,1194.12,838.95,0.05,4537.656,3355.8,1181.856
T04757,11-07-2025,C009,F,Step Smartphone,Electronics,Smartphone,West,1,1194.12,838.95,0.05,1134.414,838.95,295.464
T04691,08-10-2023,C071,M,Step Smartphone,Electronics,Smartphone,South,5,1194.12,838.95,0.1,5373.54,4194.75,1178.79
T04670,26-02-2024,C151,M,Step Smartphone,Electronics,Smartphone,East,2,1194.12,838.95,0.15,2030.004,1677.9,352.104
T04647,06-12-2024,C001,M,Step Smartphone,Electronics,Smartphone,North,4,1194.12,838.95,0.1,4298.832,3355.8,943.032
T04631,24-07-2024,C176,M,Step Smartphone,Electronics,Smartphone,South,1,1194.12,838.95,0.1,1074.708,838.95,235.758
T04609,17-12-2024,C067,M,Step Smartphone,Electronics,Smartphone,South,3,1194.12,838.95,0,3582.36,2516.85,1065.51
T04585,17-06-2024,C152,M,Step Smartphone,Electronics,Smartphone,West,5,1194.12,838.95,0.15,5075.01,4194.75,880.26
T04441,18-12-2023,C195,F,Step Smartphone,Electronics,Smartphone,West,3,1194.12,838.95,0.05,3403.242,2516.85,886.392
T04334,11-03-2024,C080,F,Step Smartphone,Electronics,Smartphone,East,2,1194.12,838.95,0.15,2030.004,1677.9,352.104
T04320,01-06-2024,C052,F,Step Smartphone,Electronics,Smartphone,West,3,1194.12,838.95,0.05,3403.242,2516.85,886.392
T04273,29-10-2024,C042,F,Step Smartphone,Electronics,Smartphone,North,2,1194.12,838.95,0.15,2030.004,1677.9,352.104
T04272,22-08-2024,C003,F,Step Smartphone,Electronics,Smartphone,West,2,1194.12,838.95,0,2388.24,1677.9,710.34
T04166,23-05-2024,C117,F,Step Smartphone,Electronics,Smartphone,East,2,1194.12,838.95,0.05,2268.828,1677.9,590.928
T04157,26-12-2023,C105,M,Step Smartphone,Electronics,Smartphone,North,4,1194.12,838.95,0,4776.48,3355.8,1420.68
T04141,15-05-2025,C080,F,Step Smartphone,Electronics,Smartphone,North,3,1194.12,838.95,0.05,3403.242,2516.85,886.392
T04135,16-12-2023,C143,M,Step Smartphone,Electronics,Smartphone,North,1,1194.12,838.95,0.05,1134.414,838.95,295.464
T04093,29-09-2023,C080,F,Step Smartphone,Electronics,Smartphone,East,1,1194.12,838.95,0.1,1074.708,838.95,235.758
T03990,16-03-2025,C146,F,Step Smartphone,Electronics,Smartphone,North,3,1194.12,838.95,0,3582.36,2516.85,1065.51
T03929,05-11-2023,C101,F,Step Smartphone,Electronics,Smartphone,North,4,1194.12,838.95,0.15,4060.008,3355.8,704.208
T03889,23-03-2025,C070,M,Step Smartphone,Electronics,Smartphone,East,4,1194.12,838.95,0,4776.48,3355.8,1420.68
T03877,06-09-2024,C175,M,Step Smartphone,Electronics,Smartphone,South,1,1194.12,838.95,0.15,1015.002,838.95,176.052
T03874,29-06-2025,C021,M,Step Smartphone,Electronics,Smartphone,South,3,1194.12,838.95,0.05,3403.242,2516.85,886.392
T03869,31-03-2025,C035,F,Step Smartphone,Electronics,Smartphone,North,1,1194.12,838.95,0.15,1015.002,838.95,176.052
T03866,17-09-2024,C144,F,Step Smartphone,Electronics,Smartphone,East,3,1194.12,838.95,0.1,3224.124,2516.85,707.274
T03828,20-10-2023,C081,F,Step Smartphone,Electronics,Smartphone,West,4,1194.12,838.95,0.1,4298.832,3355.8,943.032
T03731,06-11-2024,C001,M,Step Smartphone,Electronics,Smartphone,West,2,1194.12,838.95,0.05,2268.828,1677.9,590.928
T03727,16-10-2024,C006,M,Step Smartphone,Electronics,Smartphone,East,1,1194.12,838.95,0,1194.12,838.95,355.17
T03583,11-01-2024,C047,F,Step Smartphone,Electronics,Smartphone,West,4,1194.12,838.95,0.15,4060.008,3355.8,704.208
T03517,27-02-2024,C061,M,Step Smartphone,Electronics,Smartphone,East,4,1194.12,838.95,0.15,4060.008,3355.8,704.208
T03460,17-12-2023,C103,F,Step Smartphone,Electronics,Smartphone,East,2,1194.12,838.95,0.05,2268.828,1677.9,590.928
T03426,23-09-2024,C066,F,Step Smartphone,Electronics,Smartphone,West,3,1194.12,838.95,0,3582.36,2516.85,1065.51
T03422,07-06-2024,C050,M,Step Smartphone,Electronics,Smartphone,South,5,1194.12,838.95,0.05,5672.07,4194.75,1477.32
T03347,01-09-2024,C138,F,Step Smartphone,Electronics,Smartphone,East,2,1194.12,838.95,0.05,2268.828,1677.9,590.928
